Geschäftsnummer;Bewilligungsdatum;Endverbraucherland;AG (GKV);MTCR (GKV);NSGI (GKV);NSGII (GKV);WA (GKV);ML (GKV);Anhang 5.1;Anhang 5.2;ChKV; Wert 
14391;05.07.2013;Brasilien;;;;;6A002a3f;;;;; Fr. 6'860.00 
14392;05.07.2013;Chile;;;;;6A002c1;;;;; Fr. 348'000.00 
14393;05.07.2013;Kasachstan;;;;;6A002c1;;;;; Fr. 7'760.00 
14393;05.07.2013;Kasachstan;;;;;6A002c1;;;;; Fr. 9'675.00 
14395;08.07.2013;Ungarn;;;;2B201b1;;;;;; Fr. 293'250.00 
14396;08.07.2013;China;;;;;6A005a6b2;;;;; Fr. 507'309.00 
14397;08.07.2013;Indien;;;;2B201b1;;;;;; Fr. 177'600.00 
14398;08.07.2013;Ecuador;;;;;;10a;;;; Fr. 46'980.00 
14399;08.07.2013;Vereinigte Staaten;;;;2B201a1;2B001b2;;;;; Fr. 720'774.00 
14400;09.07.2013;Kroatien (Hrvatska);;;;2B201a1;2B001b2;;;;; Fr. 1'019'075.00 
14401;10.07.2013;Südafrika;;;;;7A003c1;;;;; Fr. 729'672.00 
14402;10.07.2013;Russische Föderation;;;;2B231;;;;;; Fr. 92'000.00 
14403;10.07.2013;Brasilien;;;;;6A005a6b2;;;;; Fr. 460'023.00 
14404;11.07.2013;Russische Föderation;2B350g3;;;;;;;;; Fr. 1'100.00 
14404;11.07.2013;Russische Föderation;2B350d3;;;;;;;;; Fr. 3'500.00 
14405;11.07.2013;Indien;2B352b;;;;;;;;; Fr. 1'165'000.00 
14406;11.07.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 241'783.00 
14407;12.07.2013;China;;;;;6A005a6b2;;;;; Fr. 380'000.00 
14408;12.07.2013;Chile;;;;;6A002c1;;;;; Fr. 23'200.00 
14408;12.07.2013;Chile;;;;;6A002c1;;;;; Fr. 18'560.00 
14409;12.07.2013;Malaysia;;;;;;;5.1;;; Fr. 1'374.00 
14410;12.07.2013;Vereinigte Staaten;;;;;;11a;;;; Fr. 22'766.00 
14411;12.07.2013;Indien;;;;;;01a;;;; Fr. 4'507.00 
14411;12.07.2013;Indien;;;;;;01a;;;; Fr. 2'396.00 
14412;12.07.2013;Russische Föderation;;7A103a;;;;;;;; Fr. 2'010'883.00 
14413;12.07.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 3'925.00 
14414;12.07.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 752.00 
14415;12.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 591'630.00 
14416;12.07.2013;China;;;;2B201a;2B001b2;;;;; Fr. 687'000.00 
14418;15.07.2013;Singapur;;;;2B201b1;2B001c1;;;;; Fr. 384'309.00 
14419;15.07.2013;Mexiko;;;;;6A005a6b2;;;;; Fr. 516'420.00 
14420;15.07.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 750.00 
14421;15.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 4'026'648.00 
14422;16.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 402'694.00 
14423;16.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 402'694.00 
14424;16.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 402'694.00 
14425;16.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 402'694.00 
14426;16.07.2013;China;;;;3A228c;;;;;; Fr. 10'836.00 
14427;16.07.2013;China;;;;3A228c;;;;;; Fr. 107'910.00 
14428;16.07.2013;Großbritannien (Vereinigtes Königreich);;;;;3A001a10c;;;;; Fr. 39'312.00 
14429;16.07.2013;Israel;;;;;6A005a6b2;;;;; Fr. 548'080.00 
14430;16.07.2013;Indien;;;;;;;5.1;;; Fr. 1'102.00 
14431;16.07.2013;Indien;;;;;;;5.1;;; Fr. 1'102.00 
14432;16.07.2013;Vereinigte Staaten;;;0C003;;;;;;; Fr. 220'000.00 
14433;16.07.2013;China;;;;;7B003a;;;;; Fr. 28'524.00 
14434;16.07.2013;Jordanien;2B350g2;;;;;;;;; Fr. 15'890.00 
14435;17.07.2013;China;;;;;6A005a6b2;;;;; Fr. 76'600.00 
14436;17.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 1'347'676.00 
14437;17.07.2013;Russische Föderation;;;;;2B001a;;;;; Fr. 761'424.00 
14438;17.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 422'803.00 
14439;17.07.2013;Vietnam;;;;;;22;;;; Fr. 5'000'000.00 
14440;17.07.2013;Singapur;;;;;;22a;;;; Fr. 5'000'000.00 
14442;18.07.2013;Russische Föderation;;;;2B201b1;2B001c1;;;;; Fr. 357'000.00 
14443;18.07.2013;Malaysia;;;;;5A002a1a;;;;; Fr. 11'380.00 
14444;18.07.2013;Russische Föderation;;;;2B201b1;2B001c;;;;; Fr. 1'135'700.00 
14445;18.07.2013;Brasilien;;;;;5A002a1a;;;;; Fr. 5'664.00 
14446;18.07.2013;China;;;;;5A002a1a;;;;; Fr. 456'000.00 
14447;18.07.2013;China;;;;;5A002a1a;;;;; Fr. 8'000.00 
14441;19.07.2013;Deutschland;;;0B002g;;;;;;; Fr. 5'580.00 
14448;19.07.2013;Niederlande;;2B120;;;7B003a;;;;; Fr. 350'000.00 
14449;19.07.2013;Kolumbien;;;;;6A005a6b2;;;;; Fr. 466'117.00 
14450;19.07.2013;Italien;;;;;;22a;;;; Fr. 200.00 
14451;19.07.2013;China;;;;;6A002c1;;;;; Fr. 128'580.00 
14453;22.07.2013;Panama;;;;;5A002a1a;;;;; Fr. 10'700.00 
14454;22.07.2013;China;;;;;2D002;;;;; Fr. 5'961.00 
14456;23.07.2013;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 480'000.00 
14457;23.07.2013;Deutschland;;2B120;;;7B003a;;;;; Fr. 300'000.00 
14458;23.07.2013;Niederlande;2B350g2;;;;;;;;; Fr. 2'537.00 
14459;23.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 402'648.00 
14460;23.07.2013;Niederlande;2B350g2;;;;;;;;; Fr. 788.00 
14461;23.07.2013;Brasilien;;;;;;;5.1;;; Fr. 15'000.00 
14461;23.07.2013;Brasilien;;;;;;;5.1;;; Fr. 16'200.00 
14462;23.07.2013;Saudi-Arabien;2B350g3;;;;;;;;; Fr. 27'056.00 
14455;24.07.2013;Indien;;;;;;1a;;;; Fr. 13'631.00 
14455;24.07.2013;Indien;;;;;;3a;;;; Fr. 1'083.00 
14455;24.07.2013;Indien;;;;;;;5.1;;; Fr. 2'774.00 
14455;24.07.2013;Indien;;;;;;3a;;;; Fr. 697.00 
14463;24.07.2013;Taiwan, Provinz von China;;;;2B201a1;;;;;; Fr. 285'750.00 
14464;24.07.2013;Singapur;;;;;6A005a6b2;;;;; Fr. 491'740.00 
14465;24.07.2013;Saudi-Arabien;;;;;;1a;;;; Fr. 17'020.00 
14465;24.07.2013;Saudi-Arabien;;;;;;3a;;;; Fr. 780.00 
14452;25.07.2013;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 16'000.00 
14467;25.07.2013;Deutschland;;;;;;;;5.2;; Fr. 1'000.00 
14469;25.07.2013;Deutschland;;;;;2B120;;;;; Fr. 400'000.00 
14470;25.07.2013;Niederlande;2B350g2;;;;;;;;; Fr. 28'729.00 
14474;26.07.2013;Belarus;2B350g4;;;;;;;;; Fr. 53'033.00 
14474;26.07.2013;Belarus;2B350d1;;;;;;;;; Fr. 11'250.00 
14476;26.07.2013;Indien;;;;;;10a;;;; Fr. 165'000'000.00 
14477;26.07.2013;Israel;;;;;6A005a6b2;;;;; Fr. 314'960.00 
14468;29.07.2013;Algerien;;;;;;4c;;;; Fr. 135'000.00 
14479;29.07.2013;Russische Föderation;;;;2B201a1;;;;;; Fr. 234'315.00 
14480;29.07.2013;China;;;;;6A005a6b2;;;;; Fr. 203'360.00 
14482;29.07.2013;Japan;;;;3A233a;;;;;; Fr. 415'000.00 
14192;30.07.2013;Pakistan;;;;;;9c;;;; Fr. 5'390'721.00 
14483;30.07.2013;Taiwan, Provinz von China;;;;;9A012a2;;;;; Fr. 43'050.00 
14484;30.07.2013;Italien;2B350g2;;;;;;;;; Fr. 35'814.00 
14485;30.07.2013;Turkmenistan;2B350g4;;;;;;;;; Fr. 3'950.00 
14486;30.07.2013;Russische Föderation;2B350a,b,d,g3;;;;;;;;; Fr. 77'550.00 
14487;30.07.2013;Deutschland;;;0B002g;;;;;;; Fr. 14'487.00 
14490;31.07.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 4'019'400.00 
14491;31.07.2013;Tunesien;;;;;;10f;;;; Fr. 3'960.00 
14492;31.07.2013;Madagaskar;;;;;;1;;;; Fr. 650.00 
14492;31.07.2013;Madagaskar;;;;;;3a;;;; Fr. 120.00 
14493;02.08.2013;Brasilien;;;;;;;5.1;;; Fr. 3'284.00 
14494;02.08.2013;Brasilien;;;;;;;5.1;;; Fr. 1'642.00 
14495;02.08.2013;Vereinigte Staaten;;;;;;11a;;;; Fr. 45'532.00 
14496;02.08.2013;Malaysia;;;;;6A002c1;;;;; Fr. 11'295.00 
14496;02.08.2013;Malaysia;;;;;6A002a3f;;;;; Fr. 11'472.00 
14497;05.08.2013;Slowakei, Slowakische Republik;;;;;6A005a6b2;;;;; Fr. 535'354.00 
14498;06.08.2013;Singapur;;;;;;;5.1;;; Fr. 5'700.00 
14499;06.08.2013;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 408'590.00 
14500;06.08.2013;Brasilien;;;;;6A005a6b2;;;;; Fr. 511'500.00 
14501;06.08.2013;Brasilien;;;;;6A005a6b2;;;;; Fr. 661'095.00 
14503;06.08.2013;China;;;;2B201a;2B001b2;;;;; Fr. 524'118.00 
14504;07.08.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 940'000.00 
14505;07.08.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 3'941.00 
14506;08.08.2013;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 148'800.00 
14507;08.08.2013;Pakistan;;;;;7B003a;;;;; Fr. 4'917.00 
14508;08.08.2013;Brasilien;2B350e2;;;;;;;;; Fr. 38'517.00 
14509;08.08.2013;Deutschland;2B350g2;;;;;;;;; Fr. 1'635.00 
14510;08.08.2013;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 6'577.00 
14511;09.08.2013;Großbritannien (Vereinigtes Königreich);;;;2B201a1;2B001b2;;;;; Fr. 597'933.00 
14512;09.08.2013;Deutschland;;;;2B201a1;2B001b2;;;;; Fr. 419'905.00 
14513;09.08.2013;Deutschland;;;;2B201a1;2B001b2;;;;; Fr. 418'757.00 
14514;09.08.2013;Indonesien;;;;;6A002c1;;;;; Fr. 255'893.00 
14515;09.08.2013;Kroatien (Hrvatska);;;;;2B001a;;;;; Fr. 888'100.00 
14516;09.08.2013;Portugal;;;;;;4a;;;; Fr. 33'500.00 
14517;09.08.2013;Israel;;;;1C231;;;;;; Fr. 6'600.00 
14518;12.08.2013;Deutschland;2B350i3;;;;;;;;; Fr. 1'217.00 
14519;12.08.2013;Rumänien;;;;;6A002c1;;;;; Fr. 20'080.00 
14519;12.08.2013;Rumänien;;;;;6A002c1;;;;; Fr. 8'723.00 
14519;12.08.2013;Rumänien;;;;;6A002a3f;;;;; Fr. 7'500.00 
14520;12.08.2013;Kuwait;;;;;5A002a1a;;;;; Fr. 110'000.00 
14521;12.08.2013;Uruguay;;;;;;;5.1;;; Fr. 1'435.00 
14522;12.08.2013;Thailand;;;;;3A001a10c;;;;; Fr. 95'310.00 
14523;13.08.2013;Brasilien;;;;;;;5.1;;; Fr. 2'880.00 
14524;13.08.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 338'580.00 
14525;13.08.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 338'580.00 
14526;13.08.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 338'580.00 
14527;13.08.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 338'580.00 
14528;13.08.2013;Tansania, Vereinigte Republik;;;;;;3a;;;; Fr. 100.00 
14529;13.08.2013;Thailand;;;;2B001a;2B001a;;;;; Fr. 168'462.00 
14530;13.08.2013;Brasilien;;;;2B001a;2B001a;;;;; Fr. 353'375.00 
14531;13.08.2013;Estland;;;;2B201a1;;;;;; Fr. 292'602.00 
14532;13.08.2013;Uganda;;;;;9A012a2;;;;; Fr. 43'750.00 
14533;13.08.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 6'995.00 
14534;13.08.2013;Russische Föderation;;;;;2B001a;;;;; Fr. 218'900.00 
14466;14.08.2013;Pakistan;;;;;;17h;;;; Fr. 73'621'900.00 
14535;14.08.2013;Brasilien;2B352b;;;;;;;;; Fr. 150'722.00 
14536;14.08.2013;China;2B350d5;;;;;;;;; Fr. 163'000.00 
14536;14.08.2013;China;2B350g4;;;;;;;;; Fr. 76'054.00 
14537;14.08.2013;Israel;;;;;;3a;;;; Fr. 152'000.00 
14539;14.08.2013;China;2B350d5;;;;;;;;; Fr. 4'712.00 
14539;14.08.2013;China;2B350g4;;;;;;;;; Fr. 42'026.00 
14540;15.08.2013;Indien;;;;;;;5.1;;; Fr. 7'325.00 
14542;15.08.2013;China;;;;2B201a;2B001b;;;;; Fr. 1'064'760.00 
14543;15.08.2013;Marokko;;;;;;;;5.2;; Fr. 307'000.00 
14471;19.08.2013;Brasilien;;;0B001b14;;;;;;; Fr. 805'000.00 
14472;19.08.2013;Vereinigte Staaten;;;0B001b14;;;;;;; Fr. 955.00 
14544;19.08.2013;Großbritannien (Vereinigtes Königreich);;;0B001b14;;;;;;; Fr. 11'000.00 
14545;19.08.2013;Kanada;;;;;;1a;;;; Fr. 18'265.00 
14546;19.08.2013;Indien;2B352b;;;;;;;;; Fr. 2'448'000.00 
14547;19.08.2013;China;2B352b;;;;;;;;; Fr. 710'000.00 
14548;19.08.2013;Nigeria;;;;;9A012a2;;;;; Fr. 35'000.00 
14549;20.08.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 150.00 
14550;20.08.2013;Thailand;;;;;;;5.1;;; Fr. 5'330.00 
14551;20.08.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 50.00 
14552;21.08.2013;Taiwan, Provinz von China;;;;;;;5.1;;; Fr. 3'000.00 
14552;21.08.2013;Taiwan, Provinz von China;;;;;;;5.1;;; Fr. 2'250.00 
14552;21.08.2013;Taiwan, Provinz von China;;;;;;;5.1;;; Fr. 1'015.00 
14553;21.08.2013;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 123'373.00 
14554;21.08.2013;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 127'113.00 
14555;21.08.2013;China;;;;2B201b1;2B001c;;;;; Fr. 432'000.00 
14556;21.08.2013;China;;;;3A228c;;;;;; Fr. 1'436'400.00 
14557;21.08.2013;Israel;;;;;2B001a;;;;; Fr. 682'400.00 
14558;21.08.2013;Indien;2B350g3;;;;;;;;; Fr. 6'380.00 
14558;21.08.2013;Indien;2B350d3;;;;;;;;; Fr. 2'000.00 
14541;22.08.2013;Indien;;;;;5A002a1a;;;;; Fr. 5'000.00 
14559;22.08.2013;Vietnam;2B350a,b,d,g3;;;;;;;;; Fr. 56'450.00 
14560;22.08.2013;China;;7A103a;;;;;;;; Fr. 164'488.00 
14561;22.08.2013;Vereinigte Arabische Emirate;;;;;;;5.1;;; Fr. 11'515.00 
14562;22.08.2013;China;;;;2B201b2;2B001c2;;;;; Fr. 2'574'000.00 
14563;22.08.2013;Belarus;;7A103a;;;;;;;; Fr. 106'382.00 
14564;22.08.2013;Israel;;;;;;16;;;; Fr. 7'350.00 
14502;23.08.2013;Island;;;;;;;;5.2;; Fr. 1'032.00 
14565;23.08.2013;Indien;;;;2B201a;2B001b;;;;; Fr. 570'000.00 
14566;23.08.2013;Pakistan;;;;;6A002c1;;;;; Fr. 10'735.00 
14567;23.08.2013;China;;;;2B201b1;2B001c1;;;;; Fr. 415'000.00 
14568;23.08.2013;China;;;;2B201b1;;;;;; Fr. 280'000.00 
14569;23.08.2013;Indien;;;;;2B001.a;;;;; Fr. 87'000.00 
14570;26.08.2013;Singapur;;;;1C231;;;;;; Fr. 2'500.00 
14571;26.08.2013;Singapur;;;;1C231;;;;;; Fr. 4'200.00 
14572;26.08.2013;Slowenien;;1B117;;;;;;;; Fr. 8'816'039.00 
14573;26.08.2013;Niederlande;;;0B001b14;;;;;;; Fr. 14'000.00 
14574;26.08.2013;Südafrika;;7A103a;;;;;;;; Fr. 160'000.00 
14575;26.08.2013;China;;;;2B201b;2B001c;;;;; Fr. 790'370.00 
14576;26.08.2013;Pakistan;2B350g2;;;;;;;;; Fr. 15'419.00 
14578;27.08.2013;Belarus;;;;2B201a1;;;;;; Fr. 172'785.00 
14579;27.08.2013;China;;;;;;;5.1;;; Fr. 4'044.00 
14580;27.08.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 2'279'430.00 
14581;27.08.2013;Brasilien;;;;;9.00E+01;;;;; Fr. 1.00 
14582;27.08.2013;Brasilien;2B352b;;;;;;;;; Fr. 152'496.00 
14583;27.08.2013;China;;;;2B201b1;2B001c;;;;; Fr. 590'000.00 
14585;28.08.2013;Vereinigte Staaten;;;;;;;5.1;;; Fr. 1.00 
14586;28.08.2013;Katar;;;;;;;5.1;;; Fr. 6'825.00 
14586;28.08.2013;Katar;;;;;;;5.1;;; Fr. 9'100.00 
14587;28.08.2013;Brasilien;;;;;6A002.c1;;;;; Fr. 9'953.00 
14588;28.08.2013;China;;;;;3A002g2;;;;; Fr. 241'000.00 
14589;29.08.2013;Thailand;;;;;6A002c1;;;;; Fr. 341'340.00 
14590;29.08.2013;Deutschland;;;;;;;5.1;;; Fr. 5'831.00 
14591;29.08.2013;Vereinigte Staaten;;;0B001b14;;;;;;; Fr. 1'901'000.00 
14577;30.08.2013;China;;7A101a;;;;;;;; Fr. 4'950.00 
14592;30.08.2013;Indien;;;;;;1a;;;; Fr. 5'350.00 
14593;30.08.2013;Argentinien;;;;;;;5.1;;; Fr. 1.00 
14594;30.08.2013;Indien;;;;;;1a;;;; Fr. 3'885.00 
14599;02.09.2013;Hong Kong;;;;;5A002a1a;;;;; Fr. 28'095.76 
14600;02.09.2013;China;;7A103a;;;;;;;; Fr. 164'488.00 
14601;02.09.2013;Brasilien;;;;2B001a;2B001a;;;;; Fr. 582'950.00 
14602;02.09.2013;Großbritannien (Vereinigtes Königreich);;;;;3A001a10c;;;;; Fr. 55'780.00 
14603;02.09.2013;Israel;;;;;3A001a10c;;;;; Fr. 26'252.00 
14604;03.09.2013;Deutschland;;;;2B201a1;2B001b2;;;;; Fr. 480'691.00 
14605;03.09.2013;Brasilien;;;;;1C010b;;;;; Fr. 19'760.00 
14606;03.09.2013;Indien;;;;2B201a;2B001b;;;;; Fr. 276'000.00 
14607;03.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 149'780.00 
14608;03.09.2013;Brasilien;;;;;;14;;;; Fr. 3'504.00 
14609;03.09.2013;Thailand;;;;;3A001a10c;;;;; Fr. 95'309.00 
14610;03.09.2013;China;;;;;2B001a;;;;; Fr. 1'340'000.00 
14610;03.09.2013;China;;;;;2B001a;;;;; Fr. 1'410'000.00 
14611;03.09.2013;Russische Föderation;;;;2B201a1;2B001b;;;;; Fr. 1'200'250.00 
14615;03.09.2013;China;;;;;6A002c1;;;;; Fr. 106'325.00 
14615;03.09.2013;China;;;;;6A002c1;;;;; Fr. 77'750.00 
14615;03.09.2013;China;;;;;6A002c1;;;;; Fr. 210'729.00 
14616;04.09.2013;Tschechische Republik;;;;;;14;;;; Fr. 38'940.00 
14617;04.09.2013;Taiwan, Provinz von China;;;;2B201a1;;;;;; Fr. 333'903.00 
14618;04.09.2013;Taiwan, Provinz von China;;;;2B201a1;2B001b2;;;;; Fr. 349'746.00 
14620;04.09.2013;Katar;;;;;;;5.1;;; Fr. 8'139.00 
14621;04.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 825'000.00 
14622;04.09.2013;Malaysia;;;;;;4a;;;; Fr. 31'000.00 
14623;05.09.2013;Österreich;1C350.46;;;;;;;;3B17; Fr. 1.00 
14624;05.09.2013;China;;;;2B201.a1;2B001b2;;;;; Fr. 700'000.00 
14625;05.09.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 1'099'947.00 
14626;05.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 1'209'090.00 
14627;05.09.2013;Slowenien;;;;;;4;;;; Fr. 1.00 
14627;05.09.2013;Slowenien;;;;;;4b;;;; Fr. 20'658.00 
14628;05.09.2013;China;;;;;2D002;;;;; Fr. 7'416.45 
14629;05.09.2013;China;;;;;2D002;;;;; Fr. 6'014.65 
14630;06.09.2013;Indien;;;;;7B003;;;;; Fr. 117'179.00 
14631;06.09.2013;Brasilien;;;;;6A005a6b2;;;;; Fr. 653'719.00 
14632;06.09.2013;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 431'890.00 
14633;06.09.2013;Indien;;;;2B201.b1;;;;;; Fr. 408'000.00 
14634;06.09.2013;Brasilien;;;;2B201a;2B001b2;;;;; Fr. 181'051.00 
14417;09.09.2013;Indien;;;;2B201a1;2B001b2;;;;; Fr. 495'000.00 
14635;09.09.2013;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 303'965.00 
14636;09.09.2013;Indien;;;;;;13d;;;; Fr. 1.00 
14637;09.09.2013;China;;;;2B201a;2B001b;;;;; Fr. 1'163'000.00 
14638;09.09.2013;Deutschland;;;;;;21b;;;; Fr. 67.00 
14640;09.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 1'691'340.00 
14641;09.09.2013;China;;;;2B201b1;2B001c;;;;; Fr. 588'000.00 
14642;10.09.2013;China;;;;2B201b;;;;;; Fr. 548'000.00 
14643;10.09.2013;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 587'150.00 
14644;10.09.2013;Russische Föderation;;;;;7B003a;;;;; Fr. 88'135.00 
14645;10.09.2013;Deutschland;;;;;;21b;;;; Fr. 2'465.00 
14646;10.09.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 156'240.00 
14647;10.09.2013;Finnland;;;;;5D001;;;;; Fr. 68.00 
14648;10.09.2013;Russische Föderation;;;;2B201a1;;;;;; Fr. 85'537.00 
14649;10.09.2013;Deutschland;;;0B002g;;;;;;; Fr. 20'925.00 
14650;11.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 2'909'000.00 
14651;11.09.2013;Singapur;;;;;5A002a9;;;;; Fr. 109'780.00 
14652;11.09.2013;Tschechische Republik;;;;;;14;;;; Fr. 378'750.00 
14654;11.09.2013;Philippinen;;;;2B201b;;;;;; Fr. 625'000.00 
14656;12.09.2013;Bosnien und Herzegowina;;;;;6A002c1;;;;; Fr. 48'145.00 
14657;12.09.2013;China;;7A103a;;;;;;;; Fr. 164'488.00 
14658;12.09.2013;China;;;;;6A005a6b2;;;;; Fr. 290'000.00 
14659;13.09.2013;Indonesien;;;;;5A002a1a;;;;; Fr. 299'925.00 
14660;13.09.2013;Indien;2B350.d5;;;;;;;;; Fr. 7'228.00 
14661;13.09.2013;China;;;;3A228c;;;;;; Fr. 277'356.00 
14663;16.09.2013;Israel;;;;;;7f1;;;; Fr. 1'116.00 
14664;16.09.2013;Russische Föderation;;;;2B201b1;;;;;; Fr. 942'028.00 
14665;16.09.2013;Slowenien;;;;;;;;5.2;; Fr. 40'000.00 
14666;16.09.2013;Indien;2B350.d5;;;;;;;;; Fr. 28'780.00 
14667;17.09.2013;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 490'536.00 
14668;17.09.2013;China;;;;;6A005a6b2;;;;; Fr. 174'394.00 
14669;17.09.2013;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 443'723.00 
14670;17.09.2013;Bulgarien;2B350g2;;;;;;;;; Fr. 6'000.00 
14671;17.09.2013;Singapur;;;;1C231;;;;;; Fr. 4'200.00 
14672;17.09.2013;Thailand;1C350.43;;;;;;;;; Fr. 2'032.00 
14673;17.09.2013;Kroatien (Hrvatska);2B350.g2;;;;;;;;; Fr. 30'885.00 
14674;17.09.2013;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 69'000.00 
14653;18.09.2013;Israel;;;;;5A002a1a;;;;; Fr. 19'200.00 
14675;18.09.2013;Indonesien;;;;;;;5.1;;; Fr. 4'410.00 
14676;18.09.2013;Indien;;;;;;13d;;;; Fr. 1'000.00 
14677;18.09.2013;Thailand;;;;;6A002a2a;;;;; Fr. 15'312.00 
14678;18.09.2013;Vereinigte Staaten;;;0B001b14;;;;;;; Fr. 38'000.00 
14679;18.09.2013;Kolumbien;;;;;;;5.1;;; Fr. 3'384.00 
14679;18.09.2013;Kolumbien;;;;;;;5.1;;; Fr. 17'177.00 
14680;18.09.2013;Brasilien;;;;2B201a1;;;;;; Fr. 267'428.00 
14681;18.09.2013;Brasilien;;;;2B201a1;;;;;; Fr. 267'428.00 
14682;18.09.2013;Thailand;;;;2B001a;2B001a;;;;; Fr. 168'462.00 
14683;18.09.2013;Kanada;;;;;;14;;;; Fr. 2'500'000.00 
14684;18.09.2013;Brasilien;;;;2B201a1;;;;;; Fr. 262'412.00 
14312;19.09.2013;Pakistan (CA);;;;;;;;;; Fr. 630'000.00 
14685;19.09.2013;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 572'604.00 
14686;19.09.2013;Russische Föderation;;;;;7B003a;;;;; Fr. 32'500.00 
14687;19.09.2013;Frankreich;;;0B001b14;;;;;;; Fr. 12'000.00 
14688;19.09.2013;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 7'290.00 
14689;19.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 743'525.00 
14690;19.09.2013;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 385'640.00 
14691;19.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 758'114.00 
14692;19.09.2013;Kroatien (Hrvatska);;;;;6A005a6b2;;;;; Fr. 460'700.00 
14693;20.09.2013;Algerien;;;;;;4c;;;; Fr. 85'000.00 
14694;20.09.2013;Neuseeland;;;;;;;5.1;;; Fr. 5'260.00 
14695;20.09.2013;Israel;;;;;;4c;;;; Fr. 6'329.00 
14696;23.09.2013;Frankreich;;;;;;;5.1;;; Fr. 1'100.00 
14697;23.09.2013;China;;;;;6A005a5b;;;;; Fr. 67'500.00 
14698;23.09.2013;Italien;;;;;;21b;;;; Fr. 68.00 
14699;23.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 498'000.00 
14700;23.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 531'447.00 
14701;23.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 570'000.00 
14702;23.09.2013;China;;;;2B201a1;2B001b2;;;;; Fr. 560'000.00 
14703;24.09.2013;Estland;;;;;6A002c1;;;;; Fr. 8'400.00 
14704;24.09.2013;Deutschland;;;;;;;5.1;;; Fr. 5'852.00 
14705;24.09.2013;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 700'000.00 
14706;24.09.2013;China;2B350.g4;;;;;;;;; Fr. 17'775.00 
14707;24.09.2013;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 140'292.00 
14708;24.09.2013;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 130'895.00 
14709;24.09.2013;Estland;;;;;6A002c1;15;;;; Fr. 504'460.00 
14710;24.09.2013;Brasilien;;;0B001b14;;;;;;; Fr. 63'800.00 
